Year,Day,Month,Time of capture,species name,Sex,Age,Band number,Trap identification,Weather,Banding report?,Recapture?,Recapture date (month),Recapture date (day),Condition,Release,Comments,Data entry person,Weight,Wing chord,Temperature,"Recapture, original","Recapture, previous",Tail length
1972,24,10,9:00:00,Slate-colored Junco,U,U (Unknown),1300-88082,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to brush pile,w.c.: 73 mm; RIII: edge (1%); red eye; black nib; brown back.head,Caitlin Baker,,,,,,
1972,24,10,9:00:00,Tree Sparrow,U,U (Unknown),70-80538,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to grass,"w.c.: 76 mm; AOU 559; ""chip"" in cage",Caitlin Baker,,,,,,
1972,24,10,10:30:00,Tree Sparrow,F,U (Unknown),70-80539,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to tree,w.c.: 71 mm; bloody head,Caitlin Baker,,,,,,
1972,24,10,10:30:00,LOST,U,U (Unknown),1300-88083,LOST,LOST,no check mark in record,no check,LOST,LOST,LOST,LOST,LOST,Caitlin Baker,,,,,,
1972,24,10,10:30:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88084,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to tree,w.c.: 81 mm; RIII: (15%); red eye; black nib; brown back,Caitlin Baker,,,,,,
1972,24,10,10:30:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88085,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to grass,w.c.: 75 mm; RIII: (10%); red eye; black nib; brown back,Caitlin Baker,,,,,,
1972,24,10,10:30:00,Slate-colored Junco,U,HY (Hatch Year),1300-88086,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to grass,w.c.: 74 mm; RIII: nil; grey eye; black nib; brown back/head; bleeding forehead,Caitlin Baker,,,,,,
1972,24,10,11:00:00,Slate-colored Junco,U,U (Unknown),1300-88017,Net-Blue,"partly cloudy, calm; heavy frost",no check mark in record,check or yes,10,18,none,to n. meadow,none,Caitlin Baker,,,,,,
1972,24,10,11:00:00,White-breasted Nuthatch,U,U (Unknown),76-44597,tree,"partly cloudy, calm; heavy frost",no check mark in record,check or yes,none,none,none,@ 13:00 Cameron's Store,none,Caitlin Baker,,,,,,
1972,24,10,11:00:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88087,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to tree,w.c.: 75 mm; RIII: B (10%); red eye; black nib; brown back,Caitlin Baker,,,,,,
1972,24,10,11:00:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88088,Net-Green,"partly cloudy, calm; heavy frost",check mark in record,no check,none,none,none,to grass,w.c.: 80 mm; RIII: C (25%); pink bill; black nib; red eye; brown back,Caitlin Baker,,,,,,
1972,24,10,11:00:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88089,Net-Green,"partly cloudy, calm",check mark in record,no check,none,none,none,to grass,w.c.: 78 mm; RIII: (nil); pink beak; black nib; brown head/back; hostile; red eye,Caitlin Baker,,,,,,
1972,24,10,11:00:00,Slate-colored Junco,U,HY (Hatch Year),1300-88090,Net-Green,"partly cloudy, calm",check mark in record,no check,none,none,none,to tree,w.c.: 76 mm; RIII: (5%); brown back; black nib; grey eye,Caitlin Baker,,,,,,
1972,24,10,12:15:00,Fox Sparrow,U,U (Unknown),73-166576,Net-Green,"overcast, calm",check mark in record,no check,none,none,none,to tree,AOU 585,Caitlin Baker,,,,,,
1972,24,10,12:30:00,Black-capped Chickadee,U,HY (Hatch Year),1300-88091,tree,"overcast, calm",check mark in record,no check,none,none,none,to tree,w.c.: 63 mm; tail: 61 mm; AOU 735; rectrices worn,Caitlin Baker,,,,,,
1972,24,10,13:30:00,Fox Sparrow,U,HY (Hatch Year),73-166577,Net-Green,"overcast, calm",check mark in record,no check,none,none,none,to brush pile,none,Caitlin Baker,,,,,,
1972,24,10,13:30:00,Fox Sparrow,U,HY (Hatch Year),73-166578,Net-Green,"overcast, calm",check mark in record,no check,none,none,none,to tree,bleeding forehead,Caitlin Baker,,,,,,
1972,24,10,14:15:00,Slate-colored Junco,U,U (Unknown),1300-88092,Net-Blue,"overcast, calm",check mark in record,no check,none,none,none,to tree,w.c.: 72 mm; RIII: (10%); brown head/back; red eye; black nib,Caitlin Baker,,,,,,
1972,24,10,18:00:00,Slate-colored Junco,M,U (Unknown),1300-88093,funnel,"overcast, mod. wind",check mark in record,no check,none,none,none,to lawn,w.c.: 80 mm; RIII: (nil); red eye; black nib; brown head/back,Caitlin Baker,,,,,,
1972,24,10,18:00:00,Slate-colored Junco,U,U (Unknown),1300-88058,funnel,"overcast, mod. wind",no check mark in record,check or yes,10,22,none,to tree,pink beak; tail moult,Caitlin Baker,,,,,,
1972,25,10,7:00:00,Slate-colored Junco,F,HY (Hatch Year),1300-88094,Net-Blue,"partly cloudy, calm",check mark in record,no check,none,none,none,to grass,"w.c.: 71 mm; RIII: nil; grey eye; black upper; brown back; sidewash; EXPOSURE: 12.7 (adj.), 60N, 11T, 11E, 11W, 11F",Caitlin Baker,,,,,,
1972,25,10,7:00:00,Slate-colored Junco,U,U (Unknown),1300-88007,funnel,"partly cloudy, calm",no check mark in record,check or yes,10,23,none,to grass,"broken leg healed, bent; seemed to walk on it although not bend toes",Caitlin Baker,,,,,,
1972,25,10,8:00:00,White-breasted Nuthatch,U,U (Unknown),76-44573,tree,"partly cloudy, calm",no check mark in record,check or yes,10,22,none,10:30 at Pine Bend School,returned from pine bend school since 10/22,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,U,U (Unknown),1300-88048,Net-Green,"partly cloudy, calm",no check mark in record,check or yes,10,22,none,to tree,none,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,U,U (Unknown),1300-88080,Net-Green,"partly cloudy, calm",no check mark in record,check or yes,10,23,none,to tree,none,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,U,U (Unknown),1300-88094,Net-Green,"partly cloudy, calm",no check mark in record,check or yes,10,25,none,to e. meadow,"with Blk-cap Chick in net, holding Chick's beack shut! hostile",Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88095,Net-Green,"partly cloudy, calm",check mark in record,no check,none,none,none,to tree,w.c.: 77 mm; RIII: (nil); brown head/back; red eye; black nib,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,F,HY (Hatch Year),1300-88096,Net-Green,"partly cloudy, calm",check mark in record,no check,none,none,none,to tree,w.c.: 72 mm; RIII: (5%); brown head/back; grey eye; black upper,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,F,HY (Hatch Year),1300-88097,Net-Green,"partly cloudy, calm",check mark in record,no check,none,none,none,to gravel,w.c.: 70 mm; RIII: (10%); brown head/back; grey eye; pink nib,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88098,Net-Green,"partly cloudy, calm",check mark in record,no check,none,none,none,to tree,w.c.: 73 mm; RIII: (15%); brown back; red eye; black upper,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,F,HY (Hatch Year),1300-88099,Net-Green,"partly cloudy, calm",check mark in record,no check,none,none,none,to tree,w.c.: 71 mm; brown head/back; red eye; black nib; sidewash,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,U,U (Unknown),1300-88020,Net-Green,"partly cloudy, calm",no check mark in record,check or yes,10,18,none,to tree,none,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88100,Net-Green,"partly cloudy, calm",check mark in record,no check,none,none,none,to tree,w.c.: 78 mm; RIII: (20%); slt brown back; red eye; pink nib,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88101,Net-Green,"partly cloudy, calm",no check mark in record,no check,none,none,none,to tree,w.c.: 78 mm; RIII: (40%); slt brown back; red eye; pink nib; hostile,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,U,HY (Hatch Year),1300-88102,Net-Green,"partly cloudy, calm",no check mark in record,no check,none,none,none,to grass,w.c.: 76 mm; RIII: (5%); brown head/back; grey eye; black upper,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Slate-colored Junco,F,HY (Hatch Year),1300-88103,Net-Green,"partly cloudy, calm",no check mark in record,no check,none,none,none,to grass,w.c.: 72 mm; RIII: (nil); brown head/back; grey eye; black upper; cinnamon sidewash,Caitlin Baker,,,,,,
1972,25,10,8:30:00,Tree Sparrow,F,U (Unknown),70-80540,Net-Green,"partly cloudy, calm",check mark in record,no check,none,none,none,to tree,w.c.: 71 mm,Caitlin Baker,,,,,,
1972,25,10,9:30:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88104,tree,"partly cloudy, calm",no check mark in record,no check,none,none,none,to tree,w.c.: 81 mm; RIII: (40%); NO brown; red eye; pink nib; hostile,Caitlin Baker,,,,,,
1972,25,10,16:30:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88105,tree,"cloudy, lt wind",no check mark in record,no check,none,none,none,to tree,w.c.: 79 mm; RIII: (30%); no brown; red eye; pink nib; hostile,Caitlin Baker,,,,,,
1972,26,10,8:00:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88106,tree,"partly cloudy, strong wind",no check mark in record,no check,none,none,none,to grass,w.c.: 80 mm; RIII: A (nil); brown head/back; red eye; black nib; NO cinnamon,Caitlin Baker,,,,,,
1972,26,10,9:00:00,Slate-colored Junco,U,U (Unknown),1300-88010,tree,"partly cloudy, strong wind",no check mark in record,check or yes,10,23,none,to aspens,"EXPOSURE: 12.7 (adj.), 60N, 11T, 11E, 11W, 11F",Caitlin Baker,,,,,,
1972,26,10,13:30:00,Slate-colored Junco,U,U (Unknown),1300-88007,tree,"partly cloudy, strong wind",no check mark in record,check or yes,10,25,none,to n. oaks,RIII: A (nil); red eye; broken leg seems to be used to support bird,Caitlin Baker,,,,,,
1972,26,10,15:30:00,Slate-colored Junco,U,U (Unknown),1300-88010,funnel,"partly cloudy, strong wind",no check mark in record,check or yes,10,26,none,to e. meadow,pink nib,Caitlin Baker,,,,,,
1972,26,10,18:00:00,Slate-colored Junco,U,HY (Hatch Year),1300-88107,Net-Green,"partly cloudy, strong wind",no check mark in record,no check,none,none,none,to grass,w.c.: 76 mm; RIII: A (nil); brown back; grey eye; black upper; eye-tip: 19 mm,Caitlin Baker,,,,,,
1972,27,10,7:30:00,Slate-colored Junco,M,HY (Hatch Year),1300-88108,Net-Blue,"clear, mod. wind",no check mark in record,no check,none,none,none,to grass,w.c.: 79 mm; RIII: A (5%); brown back; grey eye; pink nib; eye-tip: 17 mm; tarsus: 20 mm; hostile,Caitlin Baker,,,,,,
1972,27,10,9:00:00,Slate-colored Junco,F,HY (Hatch Year),1300-88109,funnel,"clear, mod. wind",no check mark in record,no check,none,none,none,to grass,"w.c.: 71 mm; RIII: A (nil); brown back/head; grey eye; black upper; light cinnamon; eye-tip: 17 mm; tarsus: 20; slt. injury to left wing, fluttered off; caught in hand net, internal bleeding; 1.5 hrs rested so. side of building, disappeared",Caitlin Baker,,,,,,
1972,27,10,16:30:00,Slate-colored Junco,U,U (Unknown),1300-88038,funnel,"overcast, strong wind",no check mark in record,check or yes,10,19,none,to aspens,"EXPOSURE: 8.10 (adj.), 37N, 11T, 11W, 11E, 11F",Caitlin Baker,,,,,,
1972,27,10,16:30:00,Slate-colored Junco,U,U (Unknown),1300-88049,tree,"overcast, strong wind",no check mark in record,check or yes,10,23,none,to grass,immature,Caitlin Baker,,,,,,
1972,27,10,16:30:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88110,Elev-E,"overcast, strong wind",check mark in record,no check,none,none,none,to brush pile,w.c.: 75 mm; RIII: C (35%); brown back/head; red eye; pink nib; no cinna.,Caitlin Baker,,,,,,
1972,28,10,7:45:00,Fox Sparrow,U,U (Unknown),73-166563,Net-Green,"partly cloudy, lt. wind",no check mark in record,check or yes,10,8,none,to tree,"hostile; EXPOSURE: 13.9 (adj.), 66N, 11T, 11W, 11E, 11F",Caitlin Baker,,,,,,
1972,28,10,8:45:00,Tree Sparrow,U,U (Unknown),70-80541,Net-Green,"partly cloudy, lt. wind",check mark in record,no check,none,none,none,to tree,w.c.: 75 mm; e-t: 16 mm,Caitlin Baker,,,,,,
1972,28,10,8:45:00,Slate-colored Junco,U,HY (Hatch Year),1300-88111,Net-Green,"partly cloudy, lt. wind",check mark in record,no check,none,none,none,to tree,w.c.: 73 mm; RIII: A (nil); grey-brown; black upper; e-t: 16 mm; tarsus: 18 mm; light cinna; brown back/head,Caitlin Baker,,,,,,
1972,28,10,11:00:00,Black-capped Chickadee,U,AHY (After Hatch Year),1300-88112,Net-Green,"partly cloudy, lt. wind",check mark in record,no check,none,none,none,to tree,w.c.: 62 mm; tail: 59 mm; tarsus: 15 mm; e-t: 13 mm; NOT worn,Caitlin Baker,,,,,,
1972,28,10,11:00:00,Hairy Woodpecker,F,U (Unknown),742-09449,Net-Green,"partly cloudy, lt. wind",check mark in record,no check,none,none,none,to tree,"beak: 31 mm; tarsus: 19 mm; e-t: 37 mm; lengthy outcry, chattering (1.5 mins); 3-4 alarm ""peeps""; AOU 393",Caitlin Baker,,,,,,
1972,28,10,12:00:00,Slate-colored Junco,U,U (Unknown),1300-88096,tree,"partly cloudy, lt. wind",no check mark in record,check or yes,10,25,none,to meadow/grass,RIII: A (tr); light cinnamon,Caitlin Baker,,,,,,
1972,28,10,14:00:00,White-breasted Nuthatch,M,U (Unknown),76-44580,tree,"partly cloudy, lt. wind",no check mark in record,check or yes,10,18,none,to tree,tarsus: 16 mm; e-t: 24 mm,Caitlin Baker,,,,,,
1972,28,10,14:30:00,Tree Sparrow,F,U (Unknown),70-80542,Net-Green,"partly cloudy, lt. wind",check mark in record,no check,none,none,none,to grass,w.c.: 70 mm; tarsus: 17 mm; e-t: 16 mm; complete tail moult,Caitlin Baker,,,,,,
1972,28,10,14:30:00,Tree Sparrow,U,U (Unknown),70-80543,Net-Green,"partly cloudy, lt. wind",check mark in record,no check,none,none,none,to grass,w.c.: 76 mm; tarsus: 18 mm; e-t: 15 mm,Caitlin Baker,,,,,,
1972,28,10,16:30:00,Black-capped Chickadee,U,HY (Hatch Year),1300-88113,Net-Green,"partly cloudy, lt. wind",check mark in record,no check,none,none,none,to tree,"w.c.: 66 mm; tarsus: 16 mm; e-t: 14.5 mm; tail: 62 mm; WORN rectrices; ""chicky d d"" in cage, ""DDD"" when leaving",Caitlin Baker,,,,,,
1972,28,10,16:30:00,Slate-colored Junco,U,HY (Hatch Year),1300-88114,Net-Green,"partly cloudy, lt. wind",check mark in record,no check,none,none,none,to tree,w.c.: 74 mm; tarsus: 19 mm; e-t: 16 mm; grey-brown; RIII: A (nil); partial tail/body moult; black upper,Caitlin Baker,,,,,,
1972,28,10,18:30:00,White-breasted Nuthatch,F,U (Unknown),113-195985,tree,"partly cloudy, lt. wind",no check mark in record,check or yes,10,23,none,to tree,maybe female?; tarsus: 20 mm; e-t: 25 mm,Caitlin Baker,,,,,,
1972,29,10,17:30:00,Black-capped Chickadee,U,U (Unknown),1300-88044,Net-Green,"overcast, v. windy",no check mark in record,check or yes,10,21,none,to tree,tarsus: 16 mm; e-t: 14 mm; CDT; held overnight; EXPOSURE: 11.4 (adj.),Caitlin Baker,,,,,,
1972,30,10,10:00:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88115,Net-Blue,"steady drizzle, mod. wind",check mark in record,no check,none,none,none,to tree,"w.c.: 78 mm; RIII: A (nil); brown back, black upper; red eye, e-t: 16 mm; tarsus: 20 mm; EXPOSURE: 10.1 (adj.)",Caitlin Baker,,,,,,
1972,30,10,10:30:00,Slate-colored Junco,F,HY (Hatch Year),1300-88116,Net-Blue,"steady drizzle, mod. wind",check mark in record,no check,none,none,none,to tree,w.c.: 71 mm; RIII: A (nil); brown back; pink nib; grey eye; e-t: 15 mm; tarsus: 20 mm,Caitlin Baker,,,,,,
1972,31,10,15:00:00,White-breasted Nuthatch,U,U (Unknown),76-44580,tree,"drizzle rain, o'cast, lt. wind",no check mark in record,check or yes,10,28,none,released 09:00 Pine Bend School,"tarsus: 19 mm; e-t: 25 mm; held overnight; EXPOSURE: 0.5 (adj) (10T, 10F, 10W)",Caitlin Baker,,,,,,
1972,31,10,15:00:00,Slate-colored Junco,U,HY (Hatch Year),1300-88117,Warbler-E,"drizzle rain, o'cast, lt. wind",check mark in record,no check,none,none,none,to grass,w.c.: 77 mm; RIII: A (2%); black upper; grey-brown eye; brown back; e-t: 16 mm; tarsus: 21 mm; slight cinna,Caitlin Baker,,,,,,
1972,31,10,16:00:00,Slate-colored Junco,U,U (Unknown),820-79751,Elev-E,"drizzle rain, o'cast, lt. wind",no check mark in record,check or yes,10,9,none,to grass,none,Caitlin Baker,,,,,,
1972,31,10,16:00:00,Slate-colored Junco,M,HY (Hatch Year),1300-88118,tree,"drizzle rain, o'cast, lt. wind",check mark in record,no check,none,none,none,to brush pile,w.c.: 79 mm; RIII: A (2%); pink nib; grey eye; brown back; e-t: 16 mm; tarsus: 21 mm,Caitlin Baker,,,,,,
1972,31,10,16:30:00,Slate-colored Junco,M,HY (Hatch Year),1300-88119,tree,"drizzle rain, o'cast, lt. wind",check mark in record,no check,none,none,none,to tree,w.c.: 78 mm; RIII: A (2%); pink nib; grey-brown eye; brown back; e-t: 15 mm; tarsus: 20 mm,Caitlin Baker,,,,,,
1972,1,11,7:45:00,Slate-colored Junco,U,U (Unknown),1300-88007,funnel,"foggy, o'cast; v. slt. wind",no check mark in record,check or yes,10,26,none,to grass,"injured leg healed, stiff; EXPOSURE: 2.6 (adj) (10N, 8T, 8F, 8W,8E)",Caitlin Baker,,,,,,
1972,1,11,7:45:00,Slate-colored Junco,M,HY (Hatch Year),1300-88120,Warbler,"foggy, o'cast; v. slt. wind",check mark in record,no check,none,none,none,to tree,"w.c.: 78 mm; ""chip"" in cage; tarsus: 20 mm; e-t: 17 mm; black upper, grey-brown; back/head, no cinnamon",Caitlin Baker,,,,,,
1972,1,11,10:00:00,Black-capped Chickadee,U,U (Unknown),1300-88091,tree,"foggy, o'cast; v. slt. wind",no check mark in record,check or yes,10,24,none,to tree,tail feathers WORN,Caitlin Baker,,,,,,
1972,1,11,11:00:00,Slate-colored Junco,M,HY (Hatch Year),1300-88121,Net-Green,"foggy, o'cast; v. slt. wind",check mark in record,no check,none,none,none,to grass,w.c.: 79 mm; RIII: A (nil); tarsus: 21 mm; e-t: 16 mm; black upper; grey eye; brwn back,Caitlin Baker,,,,,,
1972,1,11,11:00:00,Slate-colored Junco,U,AHY (After Hatch Year),1300-88122,Net-Green,"foggy, o'cast; v. slt. wind",check mark in record,no check,none,none,none,to grass,w.c.: 76 mm; RIII: A (5%); tarsus: 20 mm; e-t: 17 mm; black upper; red eye; brown back,Caitlin Baker,,,,,,
1972,1,11,11:00:00,Black-capped Chickadee,U,HY (Hatch Year),1300-88123,Net-Green,"foggy, o'cast; v. slt. wind",check mark in record,no check,none,none,none,to tree,tarsus: 17 mm; e-t: 13 mm; WORN tail feathers,Caitlin Baker,,,,,,
1972,1,11,11:00:00,Black-capped Chickadee,U,U (Unknown),1300-88091,Net-Green,"foggy, o'cast; v. slt. wind",no check mark in record,check or yes,11,1,none,to tree,none,Caitlin Baker,,,,,,
1972,1,11,13:30:00,Black-capped Chickadee,U,U (Unknown),1300-88091,Net-Green,"foggy, o'cast; v. slt. wind",no check mark in record,check or yes,11,1,none,to tree,none,Caitlin Baker,,,,,,
1972,1,11,14:00:00,Slate-colored Junco,U,U (Unknown),1300-88082,elev,"foggy, o'cast; v. slt. wind",no check mark in record,check or yes,10,24,none,to tree,none,Caitlin Baker,,,,,,
1972,1,11,14:00:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88124,tree,"foggy, o'cast; v. slt. wind",check mark in record,no check,none,none,none,to tree,w.c.: 80 mm; tarsus: 20 mm; e-t: 17 mm; pink nib; red eye; brown back,Caitlin Baker,,,,,,
1972,1,11,17:00:00,Slate-colored Junco,M,AHY (After Hatch Year),1300-88125,tree,"foggy, o'cast; v. slt. wind",check mark in record,no check,none,none,none,to tree,w.c.: 80 mm; RIII: A (nil); tarsus: 19 mm; e-t: 17 mm; black nib; red eye; brown back; no cinna; held overnight,Caitlin Baker,,,,,,
1972,1,11,17:00:00,Slate-colored Junco,U,U (Unknown),1300-88102,Warbler,"foggy, o'cast; v. slt. wind",no check mark in record,check or yes,10,25,none,to tree,held overnight,Caitlin Baker,,,,,,
1972,2,11,13:00:00,Tree Sparrow,U,U (Unknown),70-80544,Net-Green,"rainy, overcast, lt. wind",check mark in record,no check,none,none,none,to tree,"w.c.: 73 mm; poor condition, improved after 1 hour after roof; EXPOSURE: .550 (adj)",Caitlin Baker,,,,,,
